,Transaction ID,Price Per Unit,Quantity,Total Spent,Item,Transaction Date,Payment Method,Location
1409,TXN_2238287,5.0,3.0,15.0,Salad,2023-05-22,Digital Wallet,In-store
1410,TXN_2238658,1.5,3.0,4.5,Tea,2023-08-11,Digital Wallet,Takeaway
1411,TXN_2239041,1.5,4.0,6.0,Tea,2023-10-24,Digital Wallet,In-store
1412,TXN_2241162,3.0,3.0,9.0,Juice,2023-08-09,Digital Wallet,In-store
1413,TXN_2242015,1.5,2.0,3.0,Tea,2023-08-26,Cash,In-store
1414,TXN_2244418,5.0,5.0,25.0,Salad,2023-10-15,Cash,Takeaway
1415,TXN_2244902,2.0,5.0,10.0,Coffee,2023-02-13,Credit Card,Takeaway
1416,TXN_2245037,2.0,2.0,4.0,Coffee,2023-10-18,Digital Wallet,Takeaway
1417,TXN_2245465,5.0,2.0,10.0,Salad,2023-12-27,Digital Wallet,In-store
1418,TXN_2245787,5.0,4.0,20.0,Salad,2023-10-29,Cash,Takeaway
1419,TXN_2248497,5.0,2.0,10.0,Salad,2023-03-07,Cash,Takeaway
1420,TXN_2249212,3.0,2.0,6.0,Cake,2023-03-07,Cash,Takeaway
1421,TXN_2250398,3.0,3.0,9.0,Juice,2023-05-31,Digital Wallet,In-store
1422,TXN_2250785,3.0,1.0,3.0,Cake,2023-03-19,Cash,Takeaway
1423,TXN_2250898,4.0,3.0,12.0,Smoothie,2023-12-23,Credit Card,In-store
1424,TXN_2251009,1.0,5.0,5.0,Cookie,2023-04-02,Digital Wallet,Takeaway
1425,TXN_2251128,4.0,3.0,12.0,Smoothie,2023-06-07,Credit Card,In-store
1426,TXN_2252121,4.0,3.0,12.0,Smoothie,2023-02-01,Digital Wallet,In-store
1427,TXN_2252218,5.0,4.0,20.0,Salad,2023-02-01,Cash,In-store
1428,TXN_2252244,3.0,2.0,6.0,Juice,2023-03-10,Credit Card,In-store
1429,TXN_2252586,1.5,3.0,4.5,Tea,2023-09-08,Cash,Takeaway
1430,TXN_2253622,4.0,5.0,20.0,Sandwich,2023-09-30,Digital Wallet,Takeaway
1431,TXN_2253852,1.0,2.0,2.0,Cookie,2023-08-26,Credit Card,Takeaway
1432,TXN_2254479,1.5,2.0,3.0,Tea,2023-08-03,Digital Wallet,Takeaway
1433,TXN_2255634,5.0,4.0,20.0,Salad,2023-04-09,Cash,In-store
1434,TXN_2256622,1.0,2.0,2.0,Cookie,2023-10-04,Cash,In-store
1435,TXN_2257337,1.0,4.0,4.0,Cookie,2023-07-24,Cash,Takeaway
1436,TXN_2258091,3.0,2.0,6.0,Juice,2023-10-11,Digital Wallet,In-store
1437,TXN_2259102,4.0,2.0,8.0,Sandwich,2023-02-19,Credit Card,In-store
1438,TXN_2260070,5.0,1.0,5.0,Salad,2023-10-06,Cash,In-store
1439,TXN_2260351,2.0,3.0,6.0,Coffee,2023-10-26,Cash,Takeaway
1440,TXN_2262195,4.0,3.0,12.0,Smoothie,2023-10-13,Cash,In-store
1441,TXN_2262398,1.5,1.0,1.5,Tea,2023-09-12,Credit Card,Takeaway
1442,TXN_2264601,1.5,1.0,1.5,Tea,2023-01-21,Digital Wallet,In-store
1443,TXN_2264883,3.0,2.0,6.0,Juice,2023-12-24,Credit Card,Takeaway
1444,TXN_2265316,1.0,3.0,3.0,Cookie,2023-12-29,Credit Card,In-store
1445,TXN_2265329,3.0,5.0,15.0,Cake,2023-12-23,Credit Card,Takeaway
1446,TXN_2265543,5.0,3.0,15.0,Salad,2023-02-19,Cash,Takeaway
1447,TXN_2265603,4.0,3.0,12.0,Smoothie,2023-02-19,Digital Wallet,Takeaway
1448,TXN_2265984,1.0,5.0,5.0,Cookie,2023-10-18,Credit Card,Takeaway
1449,TXN_2268203,5.0,3.0,15.0,Salad,2023-10-18,Cash,In-store
1450,TXN_2269396,2.0,3.0,6.0,Coffee,2023-10-26,Digital Wallet,In-store
1451,TXN_2269497,2.0,5.0,10.0,Coffee,2023-08-14,Digital Wallet,Takeaway
1452,TXN_2271705,1.5,5.0,7.5,Tea,2023-07-20,Digital Wallet,In-store
1453,TXN_2271725,4.0,5.0,20.0,Smoothie,2023-12-21,Cash,In-store
1454,TXN_2273499,2.0,3.0,6.0,Coffee,2023-01-27,Cash,Takeaway
1455,TXN_2273573,1.0,5.0,5.0,Cookie,2023-11-12,Cash,In-store
1456,TXN_2274702,1.0,5.0,5.0,Cookie,2023-12-11,Credit Card,In-store
1457,TXN_2274945,4.0,4.0,16.0,Sandwich,2023-03-29,Cash,In-store
1458,TXN_2275523,1.5,4.0,6.0,Tea,2023-09-02,Digital Wallet,In-store
1459,TXN_2275799,4.0,3.0,12.0,Sandwich,2023-10-04,Digital Wallet,In-store
1460,TXN_2275914,4.0,2.0,8.0,Sandwich,2023-10-24,Credit Card,Takeaway
1461,TXN_2276426,3.0,5.0,15.0,Juice,2023-10-21,Credit Card,In-store
1462,TXN_2276722,5.0,2.0,10.0,Salad,2023-12-21,Cash,Takeaway
1463,TXN_2277013,4.0,3.0,12.0,Smoothie,2023-07-26,Digital Wallet,In-store
1464,TXN_2277042,1.5,1.0,1.5,Tea,2023-04-08,Cash,In-store
1465,TXN_2278015,1.5,2.0,3.0,Tea,2023-04-10,Digital Wallet,In-store
1466,TXN_2279313,1.0,2.0,2.0,Cookie,2023-08-23,Digital Wallet,In-store
1467,TXN_2282283,1.0,2.0,2.0,Cookie,2023-02-23,Digital Wallet,Takeaway
1468,TXN_2282319,3.0,2.0,6.0,Juice,2023-08-14,Cash,In-store
1469,TXN_2282416,1.5,4.0,6.0,Tea,2023-04-29,Digital Wallet,Takeaway
1470,TXN_2285849,1.5,2.0,3.0,Tea,2023-09-10,Credit Card,Takeaway
1471,TXN_2287941,1.0,1.0,1.0,Cookie,2023-09-22,Digital Wallet,Takeaway
1472,TXN_2289122,4.0,4.0,16.0,Smoothie,2023-08-20,Cash,In-store
1473,TXN_2291079,2.0,1.0,2.0,Coffee,2023-10-07,Cash,Takeaway
1474,TXN_2291713,5.0,4.0,20.0,Salad,2023-08-06,Cash,In-store
1475,TXN_2292088,4.0,1.0,4.0,Sandwich,2023-03-04,Digital Wallet,Takeaway
1476,TXN_2294397,2.0,5.0,10.0,Coffee,2023-02-25,Digital Wallet,In-store
1477,TXN_2294603,1.5,1.0,1.5,Tea,2023-09-02,Credit Card,Takeaway
1478,TXN_2294776,3.0,4.0,12.0,Juice,2023-04-10,Credit Card,Takeaway
1479,TXN_2294778,1.0,3.0,3.0,Cookie,2023-05-29,Digital Wallet,Takeaway
1480,TXN_2299364,5.0,1.0,5.0,Salad,2023-10-26,Cash,In-store
1481,TXN_2300313,2.0,4.0,8.0,Coffee,2023-06-02,Digital Wallet,In-store
1482,TXN_2301001,4.0,1.0,4.0,Smoothie,2023-01-06,Digital Wallet,Takeaway
1483,TXN_2301505,3.0,5.0,15.0,Cake,2023-03-21,Digital Wallet,Takeaway
1484,TXN_2302259,3.0,3.0,9.0,Juice,2023-09-20,Credit Card,Takeaway
1485,TXN_2305908,2.0,4.0,8.0,Coffee,2023-04-25,Cash,Takeaway
1486,TXN_2308317,2.0,2.0,4.0,Coffee,2023-11-13,Digital Wallet,Takeaway
1487,TXN_2311186,4.0,3.0,12.0,Smoothie,2023-07-16,Digital Wallet,In-store
1488,TXN_2311188,3.0,2.0,6.0,Cake,2023-09-07,Digital Wallet,Takeaway
1489,TXN_2311707,1.5,5.0,7.5,Tea,2023-08-03,Cash,In-store
1490,TXN_2312908,2.0,3.0,6.0,Coffee,2023-02-07,Cash,In-store
1491,TXN_2313646,4.0,3.0,12.0,Sandwich,2023-08-24,Credit Card,In-store
1492,TXN_2316206,1.0,1.0,1.0,Cookie,2023-01-23,Credit Card,In-store
1493,TXN_2317041,1.5,3.0,4.5,Tea,2023-01-15,Cash,In-store
1494,TXN_2317867,1.5,5.0,7.5,Tea,2023-01-23,Cash,In-store
1495,TXN_2320493,4.0,1.0,4.0,Smoothie,2023-03-22,Digital Wallet,In-store
1496,TXN_2322162,3.0,5.0,15.0,Juice,2023-11-12,Digital Wallet,In-store
1497,TXN_2322399,5.0,4.0,20.0,Salad,2023-04-15,Cash,Takeaway
1498,TXN_2323650,1.5,4.0,6.0,Tea,2023-10-09,Digital Wallet,In-store
1499,TXN_2324227,1.0,1.0,1.0,Cookie,2023-06-07,Digital Wallet,In-store
1500,TXN_2325141,1.5,3.0,4.5,Tea,2023-08-26,Digital Wallet,In-store
1501,TXN_2325484,5.0,1.0,5.0,Salad,2023-08-16,Digital Wallet,Takeaway
1502,TXN_2328896,4.0,4.0,16.0,Smoothie,2023-10-20,Cash,In-store
1503,TXN_2329938,4.0,3.0,12.0,Sandwich,2023-03-29,Credit Card,In-store
1504,TXN_2330694,5.0,3.0,15.0,Salad,2023-05-31,Cash,In-store
1505,TXN_2331025,1.0,2.0,2.0,Cookie,2023-04-28,Cash,Takeaway
1506,TXN_2332364,3.0,2.0,6.0,Cake,2023-08-10,Credit Card,Takeaway
1507,TXN_2332609,4.0,5.0,20.0,Sandwich,2023-05-17,Credit Card,In-store
1508,TXN_2333576,1.5,2.0,3.0,Tea,2023-11-22,Digital Wallet,Takeaway
1509,TXN_2334047,1.5,1.0,1.5,Tea,2023-11-08,Digital Wallet,Takeaway
1510,TXN_2334523,2.0,5.0,10.0,Coffee,2023-08-17,Digital Wallet,Takeaway
1511,TXN_2334962,3.0,5.0,15.0,Juice,2023-01-31,Digital Wallet,In-store
1512,TXN_2335088,5.0,4.0,20.0,Salad,2023-10-27,Cash,In-store
1513,TXN_2335312,3.0,2.0,6.0,Juice,2023-06-23,Digital Wallet,In-store
1514,TXN_2336248,3.0,5.0,15.0,Cake,2023-10-19,Cash,Takeaway
1515,TXN_2336708,3.0,2.0,6.0,Juice,2023-06-16,Cash,In-store
1516,TXN_2336857,3.0,3.0,9.0,Cake,2023-08-02,Cash,In-store
1517,TXN_2336921,3.0,3.0,9.0,Juice,2023-05-01,Digital Wallet,Takeaway
1518,TXN_2336946,4.0,4.0,16.0,Sandwich,2023-05-29,Credit Card,In-store
1519,TXN_2337113,2.0,1.0,2.0,Coffee,2023-11-19,Digital Wallet,Takeaway
1520,TXN_2337888,2.0,1.0,2.0,Coffee,2023-02-10,Credit Card,In-store
1521,TXN_2338426,2.0,2.0,4.0,Coffee,2023-05-07,Digital Wallet,Takeaway
1522,TXN_2338617,3.0,2.0,6.0,Juice,2023-01-12,Digital Wallet,In-store
1523,TXN_2339781,4.0,2.0,8.0,Smoothie,2023-01-02,Digital Wallet,In-store
1524,TXN_2340312,3.0,4.0,12.0,Cake,2023-07-30,Cash,Takeaway
1525,TXN_2340643,5.0,5.0,25.0,Salad,2023-01-05,Cash,In-store
1526,TXN_2342256,1.5,3.0,4.5,Tea,2023-01-05,Digital Wallet,In-store
1527,TXN_2342308,1.0,5.0,5.0,Cookie,2023-05-20,Digital Wallet,Takeaway
1528,TXN_2345326,1.0,3.0,3.0,Cookie,2023-01-29,Digital Wallet,Takeaway
1529,TXN_2345332,1.5,3.0,4.5,Tea,2023-07-05,Digital Wallet,In-store
1530,TXN_2345373,1.5,3.0,4.5,Tea,2023-02-20,Credit Card,Takeaway
1531,TXN_2346001,5.0,2.0,10.0,Salad,2023-08-21,Digital Wallet,Takeaway
1532,TXN_2346296,3.0,4.0,12.0,Cake,2023-10-04,Digital Wallet,Takeaway
1533,TXN_2346362,3.0,4.0,12.0,Juice,2023-12-30,Digital Wallet,In-store
1534,TXN_2347248,5.0,1.0,5.0,Salad,2023-11-11,Credit Card,In-store
1535,TXN_2347596,3.0,4.0,12.0,Juice,2023-12-27,Credit Card,In-store
1536,TXN_2349072,4.0,5.0,20.0,Smoothie,2023-09-06,Cash,Takeaway
1537,TXN_2350703,3.0,4.0,12.0,Juice,2023-08-20,Cash,In-store
1538,TXN_2351890,1.5,4.0,6.0,Tea,2023-02-27,Digital Wallet,In-store
1539,TXN_2352246,4.0,4.0,16.0,Smoothie,2023-06-20,Credit Card,Takeaway
1540,TXN_2352308,1.0,2.0,2.0,Cookie,2023-11-10,Cash,Takeaway
1541,TXN_2352685,1.0,1.0,1.0,Cookie,2023-11-10,Cash,Takeaway
1542,TXN_2353057,3.0,3.0,9.0,Cake,2023-08-04,Cash,Takeaway
1543,TXN_2354394,1.5,4.0,6.0,Tea,2023-04-17,Cash,In-store
1544,TXN_2354774,2.0,5.0,10.0,Coffee,2023-04-17,Digital Wallet,In-store
1545,TXN_2355099,5.0,5.0,25.0,Salad,2023-03-18,Cash,Takeaway
1546,TXN_2356583,4.0,4.0,16.0,Smoothie,2023-11-30,Digital Wallet,In-store
1547,TXN_2357107,4.0,1.0,4.0,Sandwich,2023-07-05,Credit Card,In-store
1548,TXN_2360229,4.0,1.0,4.0,Sandwich,2023-06-18,Digital Wallet,In-store
1549,TXN_2361290,5.0,4.0,20.0,Salad,2023-07-16,Cash,In-store
1550,TXN_2363378,2.0,5.0,10.0,Coffee,2023-04-23,Cash,Takeaway
1551,TXN_2364171,3.0,4.0,12.0,Juice,2023-05-18,Cash,In-store
1552,TXN_2365394,3.0,2.0,6.0,Cake,2023-04-06,Digital Wallet,In-store
1553,TXN_2366464,3.0,1.0,3.0,Juice,2023-06-05,Cash,Takeaway
1554,TXN_2367947,4.0,5.0,20.0,Smoothie,2023-05-13,Digital Wallet,Takeaway
1555,TXN_2368126,3.0,5.0,15.0,Cake,2023-12-06,Cash,In-store
1556,TXN_2369294,4.0,2.0,8.0,Sandwich,2023-09-07,Cash,Takeaway
1557,TXN_2370338,3.0,4.0,12.0,Cake,2023-10-30,Credit Card,Takeaway
1558,TXN_2371464,4.0,4.0,16.0,Smoothie,2023-09-20,Cash,In-store
1559,TXN_2371763,4.0,4.0,16.0,Sandwich,2023-05-17,Cash,In-store
1560,TXN_2371827,1.0,5.0,5.0,Cookie,2023-04-03,Cash,In-store
1561,TXN_2371941,3.0,2.0,6.0,Juice,2023-01-26,Cash,In-store
1562,TXN_2372348,3.0,2.0,6.0,Cake,2023-01-05,Digital Wallet,Takeaway
1563,TXN_2374950,3.0,5.0,15.0,Cake,2023-04-28,Digital Wallet,Takeaway
1564,TXN_2375667,5.0,1.0,5.0,Salad,2023-12-28,Cash,In-store
1565,TXN_2375919,4.0,3.0,12.0,Sandwich,2023-11-23,Credit Card,In-store
1566,TXN_2376525,4.0,5.0,20.0,Sandwich,2023-11-23,Credit Card,In-store
1567,TXN_2376870,4.0,5.0,20.0,Sandwich,2023-11-23,Digital Wallet,In-store
1568,TXN_2377667,4.0,3.0,12.0,Smoothie,2023-10-27,Digital Wallet,Takeaway
1569,TXN_2377708,1.0,1.0,1.0,Cookie,2023-01-03,Digital Wallet,Takeaway
1570,TXN_2378096,1.5,3.0,4.5,Tea,2023-09-22,Cash,Takeaway
1571,TXN_2379052,5.0,1.0,5.0,Salad,2023-02-16,Cash,In-store
1572,TXN_2379467,2.0,5.0,10.0,Coffee,2023-04-01,Digital Wallet,Takeaway
1573,TXN_2380352,1.5,3.0,4.5,Tea,2023-11-03,Digital Wallet,In-store
1574,TXN_2381411,2.0,5.0,10.0,Coffee,2023-07-30,Cash,In-store
1575,TXN_2383598,4.0,2.0,8.0,Sandwich,2023-09-19,Digital Wallet,In-store
1576,TXN_2385697,2.0,1.0,2.0,Coffee,2023-09-10,Cash,Takeaway
1577,TXN_2386202,5.0,4.0,20.0,Salad,2023-01-22,Cash,In-store
1578,TXN_2389110,4.0,2.0,8.0,Sandwich,2023-05-30,Cash,In-store
1579,TXN_2389320,2.0,2.0,4.0,Coffee,2023-07-26,Digital Wallet,Takeaway
1580,TXN_2390146,2.0,3.0,6.0,Coffee,2023-06-24,Digital Wallet,Takeaway
1581,TXN_2391245,2.0,4.0,8.0,Coffee,2023-04-13,Digital Wallet,In-store
1582,TXN_2391446,4.0,3.0,12.0,Sandwich,2023-12-06,Credit Card,In-store
1583,TXN_2391534,1.0,3.0,3.0,Cookie,2023-05-06,Credit Card,Takeaway
1584,TXN_2391659,1.5,5.0,7.5,Tea,2023-02-16,Digital Wallet,In-store
1585,TXN_2392263,5.0,5.0,25.0,Salad,2023-02-08,Cash,Takeaway
1586,TXN_2392934,2.0,2.0,4.0,Coffee,2023-11-25,Digital Wallet,In-store
1587,TXN_2393219,3.0,4.0,12.0,Juice,2023-12-27,Digital Wallet,In-store
1588,TXN_2393287,3.0,2.0,6.0,Juice,2023-04-14,Cash,In-store
1589,TXN_2393500,3.0,1.0,3.0,Juice,2023-12-15,Credit Card,In-store
1590,TXN_2394502,1.0,4.0,4.0,Cookie,2023-12-22,Digital Wallet,In-store
1591,TXN_2395608,1.5,3.0,4.5,Tea,2023-03-16,Cash,In-store
1592,TXN_2396191,3.0,4.0,12.0,Juice,2023-05-12,Credit Card,In-store
1593,TXN_2396923,1.0,1.0,1.0,Cookie,2023-11-02,Digital Wallet,Takeaway
1594,TXN_2398895,3.0,5.0,15.0,Juice,2023-04-04,Digital Wallet,In-store
1595,TXN_2399870,5.0,4.0,20.0,Salad,2023-04-08,Cash,In-store
1596,TXN_2400518,3.0,3.0,9.0,Juice,2023-02-04,Credit Card,In-store
1597,TXN_2401073,2.0,4.0,8.0,Coffee,2023-02-10,Credit Card,Takeaway
1598,TXN_2401829,4.0,5.0,20.0,Smoothie,2023-02-07,Digital Wallet,Takeaway
1599,TXN_2402637,4.0,2.0,8.0,Sandwich,2023-06-18,Credit Card,Takeaway
1600,TXN_2402928,2.0,4.0,8.0,Coffee,2023-10-20,Cash,Takeaway
1601,TXN_2402978,1.0,3.0,3.0,Cookie,2023-01-21,Credit Card,In-store
1602,TXN_2402993,1.0,5.0,5.0,Cookie,2023-06-11,Cash,Takeaway
1603,TXN_2404800,4.0,5.0,20.0,Sandwich,2023-01-28,Cash,In-store
1604,TXN_2405666,3.0,2.0,6.0,Juice,2023-04-20,Cash,Takeaway
1605,TXN_2406254,3.0,5.0,15.0,Juice,2023-11-12,Digital Wallet,Takeaway
1606,TXN_2406283,3.0,4.0,12.0,Juice,2023-02-24,Digital Wallet,In-store
1607,TXN_2407379,4.0,4.0,16.0,Smoothie,2023-03-13,Digital Wallet,In-store
1608,TXN_2408143,2.0,2.0,4.0,Coffee,2023-11-15,Digital Wallet,Takeaway
1609,TXN_2408294,4.0,4.0,16.0,Sandwich,2023-12-26,Digital Wallet,In-store
1610,TXN_2409052,4.0,1.0,4.0,Sandwich,2023-07-08,Credit Card,In-store
1611,TXN_2413026,2.0,1.0,2.0,Coffee,2023-04-26,Digital Wallet,Takeaway
1612,TXN_2413548,1.5,2.0,3.0,Tea,2023-08-12,Credit Card,In-store
1613,TXN_2413626,3.0,1.0,3.0,Cake,2023-11-06,Credit Card,Takeaway
1614,TXN_2414686,3.0,1.0,3.0,Cake,2023-11-06,Cash,Takeaway
1615,TXN_2416816,4.0,5.0,20.0,Smoothie,2023-10-19,Digital Wallet,In-store
1616,TXN_2417271,1.5,4.0,6.0,Tea,2023-02-01,Credit Card,Takeaway
1617,TXN_2417402,4.0,3.0,12.0,Sandwich,2023-05-09,Digital Wallet,In-store
1618,TXN_2417721,2.0,4.0,8.0,Coffee,2023-10-20,Credit Card,Takeaway
1619,TXN_2418609,4.0,2.0,8.0,Sandwich,2023-09-06,Digital Wallet,In-store
1620,TXN_2421387,1.0,4.0,4.0,Cookie,2023-04-09,Digital Wallet,Takeaway
1621,TXN_2421873,2.0,2.0,4.0,Coffee,2023-02-18,Credit Card,Takeaway
1622,TXN_2422584,1.5,1.0,1.5,Tea,2023-11-28,Cash,In-store
1623,TXN_2423167,3.0,3.0,9.0,Cake,2023-06-29,Digital Wallet,Takeaway
1624,TXN_2423343,1.5,4.0,6.0,Tea,2023-09-25,Digital Wallet,In-store
1625,TXN_2423762,2.0,1.0,2.0,Coffee,2023-08-12,Digital Wallet,Takeaway
1626,TXN_2424839,3.0,4.0,12.0,Juice,2023-09-28,Digital Wallet,In-store
1627,TXN_2424930,1.5,5.0,7.5,Tea,2023-01-20,Digital Wallet,In-store
1628,TXN_2425755,4.0,1.0,4.0,Smoothie,2023-09-14,Digital Wallet,Takeaway
1629,TXN_2426782,2.0,2.0,4.0,Coffee,2023-11-04,Credit Card,In-store
1630,TXN_2427584,4.0,4.0,16.0,Sandwich,2023-12-22,Credit Card,Takeaway
1631,TXN_2427834,1.5,4.0,6.0,Tea,2023-06-15,Digital Wallet,In-store
1632,TXN_2428781,5.0,3.0,9.0,Salad,2023-05-09,Cash,In-store
1633,TXN_2430215,1.0,2.0,2.0,Cookie,2023-04-10,Digital Wallet,Takeaway
1634,TXN_2432379,2.0,1.0,2.0,Coffee,2023-10-24,Credit Card,In-store
1635,TXN_2435025,3.0,1.0,3.0,Juice,2023-10-08,Cash,In-store
1636,TXN_2435218,2.0,5.0,10.0,Coffee,2023-05-02,Digital Wallet,In-store
1637,TXN_2436779,3.0,1.0,3.0,Cake,2023-05-24,Credit Card,Takeaway
1638,TXN_2437112,1.0,3.0,3.0,Cookie,2023-04-06,Digital Wallet,Takeaway
1639,TXN_2437508,5.0,2.0,10.0,Salad,2023-11-20,Cash,Takeaway
1640,TXN_2437586,4.0,4.0,16.0,Sandwich,2023-08-29,Cash,In-store
1641,TXN_2437725,4.0,4.0,16.0,Sandwich,2023-01-27,Credit Card,Takeaway
1642,TXN_2437751,4.0,1.0,4.0,Sandwich,2023-03-18,Credit Card,In-store
1643,TXN_2438638,3.0,2.0,6.0,Cake,2023-08-12,Credit Card,Takeaway
1644,TXN_2441029,3.0,5.0,15.0,Cake,2023-05-18,Cash,In-store
1645,TXN_2444134,4.0,2.0,8.0,Sandwich,2023-01-16,Credit Card,In-store
1646,TXN_2444408,4.0,2.0,8.0,Sandwich,2023-05-11,Digital Wallet,In-store
1647,TXN_2445017,1.5,5.0,7.5,Tea,2023-07-23,Digital Wallet,Takeaway
1648,TXN_2446298,3.0,5.0,15.0,Juice,2023-05-21,Digital Wallet,In-store
1649,TXN_2446874,3.0,4.0,12.0,Juice,2023-07-22,Credit Card,In-store
1650,TXN_2447261,1.0,3.0,3.0,Cookie,2023-10-15,Credit Card,Takeaway
1651,TXN_2449402,4.0,5.0,20.0,Smoothie,2023-01-29,Cash,In-store
1652,TXN_2450799,1.5,5.0,7.5,Tea,2023-11-26,Digital Wallet,In-store
1653,TXN_2450896,4.0,1.0,4.0,Smoothie,2023-11-26,Digital Wallet,Takeaway
1654,TXN_2451247,1.5,4.0,6.0,Tea,2023-02-14,Digital Wallet,Takeaway
1655,TXN_2452624,3.0,1.0,3.0,Juice,2023-11-10,Cash,In-store
1656,TXN_2452819,1.0,3.0,3.0,Cookie,2023-07-31,Credit Card,In-store
1657,TXN_2453194,3.0,4.0,12.0,Cake,2023-11-18,Digital Wallet,Takeaway
1658,TXN_2454046,3.0,2.0,6.0,Juice,2023-11-18,Digital Wallet,Takeaway
1659,TXN_2457189,4.0,3.0,12.0,Sandwich,2023-08-28,Digital Wallet,Takeaway
1660,TXN_2457961,2.0,2.0,4.0,Coffee,2023-06-08,Credit Card,In-store
1661,TXN_2458782,5.0,1.0,5.0,Salad,2023-04-15,Cash,In-store
1662,TXN_2461238,2.0,1.0,2.0,Coffee,2023-01-29,Digital Wallet,Takeaway
1663,TXN_2461859,4.0,2.0,8.0,Sandwich,2023-09-23,Digital Wallet,In-store
1664,TXN_2462604,1.5,5.0,7.5,Tea,2023-07-13,Credit Card,In-store
1665,TXN_2463115,4.0,5.0,20.0,Sandwich,2023-09-12,Credit Card,Takeaway
1666,TXN_2464054,2.0,5.0,10.0,Coffee,2023-08-18,Digital Wallet,Takeaway
1667,TXN_2464236,1.0,5.0,5.0,Cookie,2023-04-02,Digital Wallet,Takeaway
1668,TXN_2464706,3.0,4.0,12.0,Cake,2023-11-09,Digital Wallet,Takeaway
1669,TXN_2464879,3.0,2.0,6.0,Cake,2023-10-11,Credit Card,Takeaway
1670,TXN_2465074,4.0,1.0,4.0,Smoothie,2023-09-29,Digital Wallet,In-store
1671,TXN_2466036,2.0,5.0,10.0,Coffee,2023-08-31,Digital Wallet,Takeaway
1672,TXN_2466187,2.0,2.0,4.0,Coffee,2023-04-18,Digital Wallet,Takeaway
1673,TXN_2467699,1.5,1.0,1.5,Tea,2023-06-17,Cash,In-store
1674,TXN_2468359,5.0,2.0,10.0,Salad,2023-07-20,Cash,In-store
1675,TXN_2470530,3.0,1.0,3.0,Cake,2023-03-21,Digital Wallet,Takeaway
1676,TXN_2470532,2.0,1.0,2.0,Coffee,2023-01-21,Digital Wallet,In-store
1677,TXN_2470745,4.0,2.0,8.0,Sandwich,2023-01-10,Digital Wallet,In-store
1678,TXN_2471972,1.0,1.0,1.0,Cookie,2023-04-08,Cash,Takeaway
1679,TXN_2473090,1.5,2.0,3.0,Tea,2023-03-03,Credit Card,In-store
1680,TXN_2474286,3.0,2.0,6.0,Juice,2023-12-09,Digital Wallet,In-store
1681,TXN_2474395,4.0,4.0,16.0,Smoothie,2023-12-28,Digital Wallet,Takeaway
1682,TXN_2475111,1.0,3.0,3.0,Cookie,2023-03-31,Digital Wallet,Takeaway
1683,TXN_2475259,4.0,2.0,8.0,Smoothie,2023-03-31,Cash,In-store
1684,TXN_2477021,1.0,4.0,4.0,Cookie,2023-03-31,Credit Card,In-store
1685,TXN_2477550,4.0,2.0,8.0,Sandwich,2023-02-02,Cash,Takeaway
1686,TXN_2477650,1.0,1.0,1.0,Cookie,2023-10-24,Cash,Takeaway
1687,TXN_2480488,3.0,2.0,6.0,Juice,2023-03-01,Cash,Takeaway
1688,TXN_2480808,4.0,1.0,4.0,Sandwich,2023-03-30,Credit Card,In-store
1689,TXN_2482129,3.0,1.0,3.0,Juice,2023-12-12,Cash,In-store
1690,TXN_2482242,1.0,4.0,4.0,Cookie,2023-02-07,Digital Wallet,Takeaway
1691,TXN_2482298,5.0,2.0,10.0,Salad,2023-06-15,Cash,Takeaway
1692,TXN_2482363,1.5,3.0,4.5,Tea,2023-08-06,Cash,In-store
1693,TXN_2484241,3.0,3.0,9.0,Cake,2023-07-19,Digital Wallet,Takeaway
1694,TXN_2485183,4.0,5.0,20.0,Smoothie,2023-07-07,Cash,In-store
1695,TXN_2485272,1.5,4.0,6.0,Tea,2023-06-30,Digital Wallet,Takeaway
1696,TXN_2486026,1.5,5.0,7.5,Tea,2023-03-26,Digital Wallet,In-store
1697,TXN_2488232,1.5,2.0,3.0,Tea,2023-10-05,Digital Wallet,In-store
1698,TXN_2488987,1.5,5.0,7.5,Tea,2023-06-12,Cash,In-store
1699,TXN_2489067,3.0,2.0,6.0,Juice,2023-07-05,Digital Wallet,Takeaway
1700,TXN_2490026,3.0,5.0,15.0,Cake,2023-10-21,Cash,Takeaway
1701,TXN_2490185,5.0,4.0,20.0,Salad,2023-12-18,Credit Card,In-store
1702,TXN_2490435,1.0,1.0,1.0,Cookie,2023-03-13,Digital Wallet,Takeaway
1703,TXN_2490461,5.0,4.0,20.0,Salad,2023-09-22,Cash,In-store
1704,TXN_2490699,2.0,1.0,2.0,Coffee,2023-10-05,Cash,Takeaway
1705,TXN_2490759,4.0,3.0,12.0,Smoothie,2023-11-19,Cash,In-store
1706,TXN_2491186,5.0,5.0,25.0,Salad,2023-11-28,Cash,In-store
1707,TXN_2492058,4.0,5.0,20.0,Smoothie,2023-09-22,Cash,In-store
1708,TXN_2492586,5.0,3.0,15.0,Salad,2023-05-17,Cash,In-store
1709,TXN_2493262,1.0,2.0,2.0,Cookie,2023-01-03,Credit Card,Takeaway
1710,TXN_2493446,4.0,1.0,4.0,Sandwich,2023-05-19,Cash,Takeaway
1711,TXN_2494138,1.0,3.0,3.0,Cookie,2023-01-10,Cash,Takeaway
1712,TXN_2494194,5.0,5.0,25.0,Salad,2023-02-11,Digital Wallet,In-store
